type,price,position,capital,stop_loss,take_profit,reason,profit
close_long,102287.23,,10688.68921148499,,,signal,-11.82875983075864
buy,102356.47,0.06961741458704722,3562.8964038283293,99285.7759,108497.8582,signal,
close_long,102088.01,,10669.999720364951,,,signal,-18.689491120039143
buy,102056.51,0.06969994512755696,3556.6665734549824,98994.81469999999,108179.9006,signal,
close_long,101673.43,,10643.299065385487,,,signal,-26.700654979464645
buy,101733.81,0.06974606288958403,3547.766355128494,98681.79569999999,107837.8386,signal,
close_long,102799.34,,10717.615587776225,,,signal,74.31652239073838
buy,102974.66,0.06938675066776122,3572.53852925874,99885.42020000001,109153.13960000001,signal,
close_long,103869.37,,10779.696607466176,,,signal,62.08101968995207
buy,104029.68,0.06908090465122503,3593.2322024887244,100908.78959999999,110271.4608,signal,
close_long,103930.89,,10772.872104895683,,,signal,-6.8245025704940785
buy,103954.43,0.06908714459400261,3590.95736829856,100835.7971,110191.6958,signal,
close_long,103966.29,,10773.691478430568,,,signal,0.8193735348849113
buy,103993.45,0.06906647472144042,3591.2304928101894,100873.64649999999,110233.057,signal,
close_long,103915.45,,10768.304293402296,,,signal,-5.387185028272353
buy,103831.97,0.0691392981269147,3589.4347644674326,100717.0109,110061.8882,signal,
close_long,103118.77,,10718.99414597818,,,signal,-49.310147424115364
buy,103627.51,0.06895848503277545,3572.998048659392,100518.6847,109845.1606,signal,
close_long,103584.21,,10716.008243576262,,,signal,-2.985902401918374
buy,103634.92,0.06893434660554096,3572.0027478587526,100525.8724,109853.01520000001,signal,
close_long,103508.99,,10707.327341308226,,,signal,-8.680902268035291
buy,103634.99,0.0688784572424701,3569.1091137694093,100525.9403,109853.08940000001,signal,
close_long,103641.8,,10707.796403602048,,,signal,0.469062293821061
buy,103793.96,0.06877597632593167,3569.265467867348,100680.1412,110021.59760000001,signal,
close_long,103648.03,,10697.759925376804,,,signal,-10.03647822524373
buy,103731.54,0.06875285906534506,3565.9199751256,100619.59379999999,109955.4324,signal,
close_long,103624.67,,10690.41230732849,,,signal,-7.347618048313107
buy,103690.43,0.06873287668128095,3563.4707691094964,100579.7171,109911.8558,signal,
close_long,103571.43,,10682.233095003417,,,signal,-8.179212325072433
buy,103445.81,0.06884269870381679,3560.74436500114,100342.4357,109652.5586,signal,
close_long,103520.64,,10687.384594147425,,,signal,5.15149914400673
buy,103536.99,0.06881524238598156,3562.461531382475,100430.8803,109749.2094,signal,
close_long,103408.23,,10678.523943537806,,,signal,-8.860650609619627
buy,103380.95,0.06886197082110909,3559.5079811792684,100279.52149999999,109583.807,signal,
close_long,103057.5,,10656.250539075718,,,signal,-22.273404462087534
buy,102958.49,0.06900030319064002,3552.083513025239,99869.7353,109135.99940000002,signal,
close_long,102688.94,,10637.651507350682,,,signal,-18.599031725037218
buy,102829.57,0.0689662289900378,3545.8838357835593,99744.6829,108999.3442,signal,
close_long,103480.0,,10682.509211672672,,,signal,44.85770432198981
buy,103492.4,0.06881348589637289,3560.8364038908912,100387.628,109701.944,signal,
close_long,103340.98,,10672.089473638243,,,signal,-10.419738034428661
buy,102912.0,0.06913407878341525,3557.363157879413,99824.64,109086.72,signal,
close_long,102772.01,,10662.411393949353,,,signal,-9.678079688890664
buy,102807.25,0.06914176055319933,3554.137131316451,99723.0325,108975.68500000001,signal,
close_long,103835.0,,10733.471838357902,,,signal,71.06044440855061
buy,103835.78,0.06891312312806434,3577.8239461193007,100720.70659999999,110065.9268,signal,
close_long,104161.55,,10755.921666479331,,,signal,22.449828121429803
buy,104746.14,0.06845707578646387,3585.3072221597768,101603.7558,111030.9084,signal,
close_long,104231.57,,10720.69570899189,,,signal,-35.2259574874402
buy,103931.18,0.06876791423575929,3573.56523633063,100813.24459999999,110167.0508,signal,
close_long,104180.38,,10737.832673219444,,,signal,17.136964227552014
buy,104702.02,0.06837074504846831,3579.2775577398133,101560.9594,110984.14120000001,signal,
close_long,104590.02,,10730.175149774015,,,signal,-7.657523445428451
buy,104893.21,0.06819745624954507,3576.725049924671,101746.4137,111186.80260000001,signal,
close_long,104610.95,,10710.925735773017,,,signal,-19.249414000997227
buy,103525.23,0.06897465629568765,3570.3085785910052,100419.47309999999,109736.7438,signal,
close_long,102980.02,,10673.320063414045,,,signal,-37.605672358971304
buy,102960.01,0.06910980980812548,3557.7733544713483,99871.20969999999,109137.6106,signal,
close_long,102620.01,,10649.822728079282,,,signal,-23.497335334762663
buy,102463.19,0.06929202398168084,3549.9409093597606,99389.2943,108610.9814,signal,
close_long,102808.79,,10673.77005156735,,,signal,23.947323488068292
buy,103043.44,0.0690567657780534,3557.92335052245,99952.1368,109226.0464,signal,
close_long,102782.51,,10655.751069672882,,,signal,-18.018981894468
buy,102479.95,0.06931925753719229,3551.917023224294,99405.5515,108628.747,signal,
close_long,105454.54,,10861.94743995044,,,signal,206.19637027755655
buy,105582.38,0.06858434421823313,3620.6491466501457,102414.9086,111917.32280000001,signal,
close_long,105136.36,,10831.357450742224,,,signal,-30.589989208216622
buy,105052.13,0.0687363975119922,3610.4524835807415,101900.5661,111355.2578,signal,
close_long,105090.91,,10834.023048237737,,,signal,2.6655974955149775
buy,104700.33,0.06898432920085822,3611.3410160792455,101559.3201,110982.34980000001,signal,
close_long,104570.24,,10825.048876851997,,,signal,-8.974171385739405
buy,104782.61,0.06887306253618482,3608.349625617332,101639.1317,111069.5666,signal,
close_long,104519.84,,10806.951102209365,,,signal,-18.097774642633564
buy,104612.0,0.06887005380013361,3602.317034069787,101473.64,110888.72,signal,
close_long,106423.56,,10931.713336871535,,,signal,124.76223466216989
buy,106472.7,0.06844767617659447,3643.9044456238444,103278.519,112861.062,signal,
close_long,106103.64,,10906.4520375018,,,signal,-25.2612993697338
buy,106184.78,0.06847467240598135,3635.4840125006003,102999.23659999999,112555.8668,signal,
close_long,110798.0,,11222.340765738521,,,signal,315.88872823672136
buy,110481.22,0.06771793894466722,3740.7802552461735,107166.7834,117110.0932,signal,
close_long,110804.88,,11244.258353857353,,,signal,21.91758811883123
buy,110956.53,0.06755954098334638,3748.086117952451,107627.8341,117613.92180000001,signal,
close_long,111247.81,,11263.937096954982,,,signal,19.678743097629056
buy,111179.99,0.06754175277376791,3754.645698984993,107844.5903,117850.78940000001,signal,
close_long,111039.5,,11254.448156107796,,,signal,-9.488940847187008
buy,110822.0,0.06770285175691827,3751.4827187025985,107497.34,117471.32,signal,
close_long,110649.07,,11242.740301953472,,,signal,-11.707854154323403
buy,110703.82,0.067704621225377,3747.5801006511565,107382.7054,117346.04920000001,signal,
close_long,110461.44,,11226.330055860864,,,signal,-16.410246092607192
buy,110622.03,0.0676557828240955,3742.1100186202875,107303.3691,117259.3518,signal,
close_long,110650.86,,11228.280572079682,,,signal,1.9505162188187914
buy,110747.49,0.06759088067265863,3742.760190693227,107425.0653,117392.33940000001,signal,
close_long,109746.39,,11160.615341438282,,,signal,-67.66523064139895
buy,108678.55,0.06846254599114106,3720.205113812759,105418.1935,115199.263,signal,
close_long,108770.54,,11166.913211044008,,,signal,6.297869605724428
buy,108318.19,0.06872907318117734,3722.304403681336,105068.6443,114817.2814,signal,
close_long,108188.22,,11157.98049340265,,,signal,-8.932717641357698
buy,107318.3,0.06931393492319982,3719.3268311342154,104098.751,113757.39800000002,signal,
close_long,106913.88,,11129.948551841011,,,signal,-28.03194156164035
buy,107407.05,0.06908266916582609,3709.98285061367,104184.8385,113851.47300000001,signal,
close_long,107954.32,,11167.755424195393,,,signal,37.80687235438192
buy,107894.5,0.06900416872775654,3722.5851413984647,104657.665,114368.17000000001,signal,
close_long,108684.85,,11222.292868949375,,,signal,54.53744475398278
buy,108724.11,0.06881204710987823,3740.764289649792,105462.3867,115247.55660000001,signal,
close_long,108916.79,,11235.551574186506,,,signal,13.258705237130858
buy,108809.11,0.06883952746350318,3745.183858062167,105544.8367,115337.6566,signal,
close_long,108722.18,,11229.567354064104,,,signal,-5.984220122402852
buy,108812.12,0.06880095926853311,3743.189118021367,105547.7564,115340.8472,signal,
close_long,108702.4,,11222.01851281316,,,signal,-7.548841250943533
buy,108240.01,0.06911811699951594,3740.6728376043857,104992.8097,114734.4106,signal,
close_long,107910.46,,11199.24063735597,,,signal,-22.777875457189673
buy,108008.13,0.06912591140041013,3733.0802124519896,104767.8861,114488.6178,signal,
close_long,107743.99,,11180.981719118667,,,signal,-18.258918237304293
buy,107938.07,0.06905800532421766,3726.993906372888,104699.92790000001,114414.35420000002,signal,
close_long,107502.44,,11150.897980259277,,,signal,-30.08373885938926
buy,107638.2,0.06906406821035208,3716.965993419758,104409.05399999999,114096.492,signal,
close_long,107583.42,,11147.114650602714,,,signal,-3.7833296565630063
buy,107723.7,0.06898583846515183,3715.7048835342384,104491.989,114187.122,signal,
close_long,107497.89,,11131.5369584189,,,signal,-15.577692183815774
buy,107595.4,0.06897157907258056,3710.512319472966,104367.53799999999,114051.124,signal,
close_long,107306.02,,11111.577962866877,,,signal,-19.958995552022678
buy,107181.82,0.06911357394296208,3703.8593209556248,103966.36540000001,113612.72920000002,signal,
close_long,106912.01,,11092.930429481326,,,signal,-18.647533385551444
buy,107133.28,0.06902884848655386,3697.643476493776,103919.2816,113561.2768,signal,
close_long,107067.41,,11088.383499231517,,,signal,-4.546930249808981
buy,107175.8,0.06897317926392288,3696.127833077171,103960.526,113606.34800000001,signal,
close_long,106952.32,,11072.969373129616,,,signal,-15.414126101901203
buy,106976.23,0.06900579298865188,3690.9897910432055,103766.94309999999,113394.8038,signal,
close_long,109571.43,,11252.053207093766,,,signal,179.08383396414916
buy,109712.78,0.06837278943008443,3750.684402364588,106421.3966,116295.54680000001,signal,
close_long,109621.74,,11245.828548344052,,,signal,-6.2246587497144485
buy,109802.82,0.06827892974178047,3748.609516114684,106508.7354,116390.98920000001,signal,
close_long,109716.13,,11239.909447924736,,,signal,-5.919100419315108
buy,110010.42,0.0681142110473095,3746.6364826415784,106710.1074,116611.04520000001,signal,
close_long,109300.91,,11191.581734044561,,,signal,-48.327713880176205
buy,109391.6,0.06820500376046279,3730.527244681519,106109.852,115955.096,signal,
close_long,109204.76,,11178.838311141955,,,signal,-12.743422902605621
buy,109269.73,0.06820332469106162,3726.2794370473193,105991.6381,115825.9138,signal,
close_long,109101.97,,11167.396521391784,,,signal,-11.44178975017214
buy,109181.81,0.06818838242616777,3722.465507130595,105906.3557,115732.71860000001,signal,
close_long,108954.36,,11151.887073808952,,,signal,-15.509447582831662
buy,109085.35,0.06815389401545946,3717.295691269651,105812.7895,115630.471,signal,
close_long,108723.26,,11127.209230324894,,,signal,-24.67784348405847
buy,108584.54,0.06831671881543416,3709.0697434416306,105327.00379999999,115099.6124,signal,
close_long,108217.39,,11102.126747011807,,,signal,-25.082483313086254
buy,108499.19,0.06821634181177948,3700.7089156706015,105244.21429999999,115009.14140000001,signal,
close_long,109485.97,,11169.441268784834,,,signal,67.31452177302768
buy,110163.39,0.06759318299109976,3723.147089594945,106858.4883,116773.1934,signal,
close_long,109652.18,,11134.886957707953,,,signal,-34.55431107688054
buy,109908.91,0.06754009271682616,3711.62898590265,106611.6427,116503.4446,signal,
close_long,109703.4,,11121.006793253717,,,signal,-13.880164454235574
buy,109127.94,0.06793864640747192,3707.0022644179053,105854.1018,115675.61640000001,signal,
close_long,108695.93,,11091.656618619225,,,signal,-29.35017463449258
buy,108902.49,0.06789962052976153,3697.2188728730744,105635.41530000001,115436.63940000001,signal,
close_long,108938.17,,11094.079277079727,,,signal,2.422658460501417
buy,109035.19,0.06783179679318654,3698.0264256932414,105764.1343,115577.30140000001,signal,
close_long,108900.01,,11084.909774789223,,,signal,-9.16950229050347
buy,108937.97,0.067836217710496,3694.969924929741,105669.8309,115474.2482,signal,
close_long,108816.44,,11076.665639250867,,,signal,-8.2441355383565
buy,108904.41,0.06780665502435189,3692.2218797502883,105637.2777,115438.67460000001,signal,
close_long,108467.75,,11047.057185267933,,,signal,-29.60845398293373
buy,108708.58,0.06774722648551404,3682.3523950893114,105447.3226,115231.0948,signal,
close_long,107349.06,,10954.953475916347,,,signal,-92.10370935158632
buy,107401.0,0.06800031952474898,3651.6511586387815,104178.97,113845.06000000001,signal,
close_long,107419.3,,10956.19788176365,,,signal,1.2444058473031043
buy,107514.66,0.0679361486254597,3652.0659605878827,104289.2202,113965.5396,signal,
close_long,107554.82,,10958.926197492448,,,signal,2.728315728798699
buy,107597.84,0.06790053404722901,3652.975399164149,104369.90479999999,114053.7104,signal,
close_long,107752.55,,10969.431089114896,,,signal,10.504891622447236
buy,107993.57,0.06771656923101932,3656.4770297049645,104753.7629,114473.18420000002,signal,
close_long,107592.58,,10942.27742201895,,,signal,-27.15366709594679
buy,107199.99,0.06804899529075796,3647.4258073396486,103983.9903,113631.9894,signal,
close_long,107016.04,,10929.759809335214,,,signal,-12.517612683735718
buy,106891.75,0.06816715545920811,3643.2532697784054,103684.9975,113305.255,signal,
close_long,106724.42,,10918.353399212225,,,signal,-11.406410122989412
buy,106794.31,0.06815814687263286,3639.451133070741,103590.4807,113201.96860000001,signal,
close_long,106156.42,,10874.87599890364,,,signal,-43.47740030858373
buy,106548.0,0.06804367358000551,3624.9586663012133,103351.56,112940.88,signal,
close_long,106303.6,,10858.246125080688,,,signal,-16.629873822952952
buy,106478.9,0.06798371085777363,3619.415375026896,103284.533,112867.634,signal,
close_long,106209.84,,10839.954427837296,,,signal,-18.291697243392417
buy,105965.57,0.06819796548279657,3613.318142612432,102786.6029,112323.50420000001,signal,
close_long,105460.0,,10805.475582428158,,,signal,-34.47884540913794
buy,105731.72,0.0681314026508359,3601.825194142719,102559.7684,112075.6232,signal,
close_long,105549.19,,10793.039557502301,,,signal,-12.436024925856998
buy,105251.8,0.06836329359689368,3597.679852500767,102094.246,111566.90800000001,signal,
close_long,104839.31,,10764.84038252652,,,signal,-28.19917497578303
buy,105429.88,0.06806950984879884,3588.2801275088395,102266.9836,111755.67280000001,signal,
close_long,105495.59,,10769.313230018684,,,signal,4.472847492164017
buy,105499.99,0.06805253870967941,3589.7710766728933,102334.9903,111829.9894,signal,
close_long,104189.46,,10680.128336463487,,,signal,-89.18489355519607
buy,104260.0,0.06829163205104859,3560.042778821162,101132.2,110515.6,signal,
close_long,104354.89,,10686.608529428811,,,signal,6.480192965323961
buy,104112.14,0.06843011474248703,3562.202843142938,100988.7758,110358.8684,signal,
close_long,103855.04,,10669.015146928517,,,signal,-17.593382500293814
buy,104067.4,0.06834682873425312,3556.3383823095055,100945.378,110311.444,signal,
close_long,103656.03,,10640.899311992107,,,signal,-28.115834936409385
buy,103965.3,0.06823365944850258,3546.9664373307014,100846.341,110203.21800000001,signal,
close_long,103797.57,,10629.45448029281,,,signal,-11.44483169929706
buy,104048.79,0.0681055780356684,3543.151493430937,100927.32629999999,110291.7174,signal,
close_long,103851.78,,10616.037000364004,,,signal,-13.417479928806674
buy,103726.43,0.06823099956532458,3538.679000121334,100614.63709999999,109950.0158,signal,
close_long,103637.16,,10609.946019032808,,,signal,-6.0909813311958105
buy,103560.29,0.0683012508561136,3536.6486730109355,100453.48129999998,109773.9074,signal,
close_long,103403.66,,10599.247994111216,,,signal,-10.698024921592397
buy,103410.0,0.06833154752352266,3533.0826647037375,100307.7,109614.6,signal,
close_long,104418.14,,10668.13576043158,,,signal,68.8877663203641
buy,104487.81,0.06806622233688683,3556.045253477193,101353.17569999999,110757.07860000001,signal,
close_long,104462.18,,10666.391223153085,,,signal,-1.7445372784947264
buy,104470.65,0.0680662701160762,3555.4637410510286,101336.5305,110738.889,signal,
close_long,104279.86,,10653.40485947764,,,signal,-12.986363675445743
buy,104113.21,0.06821679887036838,3551.134953159213,100989.8137,110360.0026,signal,
close_long,104056.31,,10649.523323621914,,,signal,-3.8815358557245565
buy,104137.32,0.06817615640337146,3549.84110787397,101013.2004,110385.55920000002,signal,
close_long,104207.55,,10654.311335086122,,,signal,4.7880114642085
buy,104301.96,0.06809914428636574,3551.4371116953744,101172.90120000001,110560.07760000002,signal,
close_long,104178.04,,10645.872489126155,,,signal,-8.438845959967313
buy,103952.38,0.06827403399599032,3548.624163042051,100833.8086,110189.5228,signal,
close_long,103795.41,,10635.155514009804,,,signal,-10.71697511635068
buy,103850.54,0.06827218882065068,3545.051838003268,100735.0238,110081.5724,signal,
close_long,105391.93,,10740.389583136068,,,signal,105.23406912626272
buy,105234.39,0.06804106264207653,3580.129861045356,102077.35829999999,111548.4534,signal,
close_long,105077.52,,10729.715981639405,,,signal,-10.67360149666223
buy,104857.19,0.06821796376347301,3576.5719938798,101711.4743,111148.6214,signal,
close_long,104700.04,,10718.995528633975,,,signal,-10.720453005430379
buy,104875.44,0.0681379455389109,3572.998509544658,101729.1768,111167.9664,signal,
close_long,104746.41,,10710.20368952109,,,signal,-8.791839112885594
buy,104784.31,0.06814126841140683,3570.067896507029,101640.78069999999,111071.3686,signal,
close_long,104549.71,,10694.217747951774,,,signal,-15.985941569315447
buy,104612.4,0.06815137114371256,3564.7392493172592,101474.02799999999,110889.144,signal,
close_long,104304.83,,10673.256430729103,,,signal,-20.961317222671155
buy,104381.43,0.06816829667070796,3557.7521435763674,101249.98709999998,110644.3158,signal,
close_long,104020.19,,10648.631315239778,,,signal,-24.62511548932591
buy,104059.37,0.06822151184937202,3549.543771746591,100937.58889999999,110302.9322,signal,
close_long,104025.03,,10646.288588522872,,,signal,-2.3427267169071966
buy,104275.44,0.06806517168071326,3548.7628628409566,101147.1768,110531.9664,signal,
close_long,103931.52,,10622.87961467844,,,signal,-23.408973844430786
buy,104113.21,0.06802133699574685,3540.9598715594793,100989.8137,110360.0026,signal,
close_long,104093.87,,10621.564082020941,,,signal,-1.3155326574984962
buy,104176.62,0.06797151531070307,3540.521360673645,101051.32139999999,110427.2172,signal,
close_long,105411.62,,10705.508903429658,,,signal,83.9448214087183
buy,105559.48,0.06761122672847358,3568.5029678098854,102392.69559999999,111893.0488,signal,
close_long,105202.66,,10681.383865508404,,,signal,-24.125037921253433
buy,105243.25,0.06766156097427249,3560.4612885028,102085.9525,111557.845,signal,
close_long,105154.95,,10675.409349674375,,,signal,-5.974515834028458
buy,105192.2,0.06765653315026765,3558.469783224791,102036.434,111503.732,signal,
close_long,105166.92,,10673.698992516336,,,signal,-1.7103571580386874
buy,105358.14,0.06753915101713283,3557.8996641721133,102197.3958,111679.6284,signal,
close_long,105238.1,,10665.591592828241,,,signal,-8.107399688096192
buy,104999.99,0.06771804830856487,3555.197197609413,101849.9903,111299.9894,signal,
close_long,105759.96,,10717.055278001302,,,signal,51.46368517306012
buy,105980.0,0.06741558330503429,3572.3517593337683,102800.59999999999,112338.8,signal,
close_long,105621.46,,10692.884094763116,,,signal,-24.17118323818656
buy,105515.45,0.06755967392935106,3564.2946982543717,102349.9865,111846.37700000001,signal,
close_long,105367.93,,10682.917691665058,,,signal,-9.966403098058143
buy,105495.4,0.06750953243247294,3560.972563888352,102330.53799999999,111825.124,signal,
close_long,105308.0,,10670.266405287213,,,signal,-12.651286377845036
buy,105479.11,0.0674399977100503,3556.75546842907,102314.7367,111807.8566,signal,
close_long,105288.01,,10657.378621724823,,,signal,-12.887783562391004
buy,105358.23,0.06743582424600227,3552.4595405749405,102197.4831,111679.7238,signal,
close_long,105361.0,,10657.565418957985,,,signal,0.18679723316170105
buy,105439.13,0.0673852640157279,3552.521806319329,102275.9561,111765.47780000001,signal,
close_long,105337.24,,10650.699534407424,,,signal,-6.865884550562477
buy,105332.31,0.06741014562646178,3550.233178135808,102172.3407,111652.2486,signal,
close_long,105024.01,,10629.916986510785,,,signal,-20.782547896638363
buy,104964.88,0.06751411828737883,3543.305662170261,101815.9336,111262.7728,signal,
close_long,104767.56,,10616.59510069032,,,signal,-13.321885820466061
buy,104809.53,0.06752945144517755,3538.86503356344,101665.2441,111098.1018,signal,
close_long,105116.11,,10637.298279914383,,,signal,20.70317922406265
buy,105002.54,0.06753676803065516,3545.7660933047937,101852.4638,111302.6924,signal,
close_long,104800.0,,10623.619382917455,,,signal,-13.678896996928463
buy,104767.39,0.06760131107537345,3541.2064609724857,101624.3683,111053.43340000001,signal,
close_long,104549.83,,10608.912041679898,,,signal,-14.707341237558092
buy,104616.5,0.06760509124073735,3536.3040138932984,101478.00499999999,110893.49,signal,
close_long,104640.09,,10610.506845782267,,,signal,1.594804102368758
buy,104685.91,0.06757042309248218,3536.8356152607557,101545.3327,110967.06460000001,signal,
close_long,104509.83,,10598.609045684143,,,signal,-11.89780009812438
buy,104452.93,0.0676452002235785,3532.8696818947137,101319.3421,110720.1058,signal,
close_long,104531.49,,10603.92325261371,,,signal,5.314206929565154
buy,104583.99,0.06759430548030478,3534.641084204569,101446.4703,110859.02940000001,signal,
close_long,103847.29,,10554.126527766368,,,signal,-49.796724847341316
buy,103566.65,0.06793774204190486,3518.0421759221217,100459.65049999999,109780.649,signal,
close_long,102736.39,,10497.720538058657,,,signal,-56.405989707711576
buy,103183.68,0.06782545804439008,3499.240179352885,100088.1696,109374.70079999999,signal,
close_long,102634.14,,10460.447735844944,,,signal,-37.27280221371369
buy,102093.02,0.068306646467081,3486.8159119483144,99030.2294,108218.6012,signal,
close_long,101800.01,,10440.433205363624,,,signal,-20.01453048132004
buy,101018.81,0.06890091858710026,3480.144401787875,97988.2457,107079.93860000001,signal,
close_long,100489.24,,10403.945345907454,,,signal,-36.48785945617016
buy,100779.04,0.06882347325335013,3467.9817819691516,97755.66879999998,106825.7824,signal,
close_long,104512.11,,10660.86818920534,,,signal,256.92284329788424
buy,104668.32,0.0679025464387909,3553.6227297351124,101528.27040000001,110948.41920000002,signal,
close_long,104581.4,,10654.966099868878,,,signal,-5.902089336460574
buy,104567.43,0.06793043238459547,3551.6553666229593,101430.4071,110841.4758,signal,
close_long,104482.65,,10649.206957811311,,,signal,-5.759142057565924
buy,104276.66,0.06808303320424285,3549.7356526037693,101148.3602,110533.2596,signal,
close_long,104295.04,,10650.458323961604,,,signal,1.2513661502933098
buy,104320.91,0.06806215119584114,3550.1527746538686,101191.2827,110580.1646,signal,
close_long,104288.44,,10648.248345912274,,,signal,-2.209978049329041
buy,104218.17,0.0681151111232157,3549.4161153040905,101091.6249,110471.2602,signal,
close_long,104782.87,,10686.712949163553,,,signal,38.464603251279705
buy,104848.09,0.0679504538369976,3562.2376497211835,101702.6473,111138.9754,signal,
close_long,105453.82,,10727.872577566239,,,signal,41.15962840268527
buy,105781.18,0.06761046768159353,3575.9575258554123,102607.74459999999,112128.0508,signal,
close_long,105602.97,,10715.823716120703,,,signal,-12.04886144553623
buy,105507.87,0.06770947491797345,3571.9412387068996,102342.63389999999,111838.3422,signal,
close_long,105434.79,,10710.875507693698,,,signal,-4.948208427005619
buy,105547.89,0.06765254778466721,3570.2918358978986,102381.4533,111880.76340000001,signal,
close_long,105489.41,,10706.919186699251,,,signal,-3.956320994447063
buy,105477.41,0.06767274741071257,3568.9730622330835,102313.0877,111806.0546,signal,
close_long,105465.49,,10706.112527550116,,,signal,-0.8066591491355756
buy,105446.83,0.06768727283409162,3568.704175850039,102283.4251,111773.6398,signal,
close_long,105373.81,,10701.170002887771,,,signal,-4.942524662345646
buy,105084.1,0.06788956022137044,3567.0566676292574,101931.577,111389.14600000001,signal,
close_long,106093.02,,10769.665137986316,,,signal,68.49513509854495
buy,105675.51,0.06794172801870127,3589.8883793287705,102505.2447,112016.0406,signal,
close_long,105614.48,,10765.518654325335,,,signal,-4.146483660981259
buy,105740.89,0.06787357696929627,3588.506218108444,102568.6633,112085.3434,signal,
close_long,105582.29,,10754.753905018004,,,signal,-10.764749307330783
buy,105690.82,0.06783783053891217,3584.917968339335,102520.0954,112032.26920000001,signal,
close_long,105590.92,,10747.976905747166,,,signal,-6.776999270837917
buy,105708.85,0.06778351989606146,3582.658968582389,102537.5845,112051.38100000001,signal,
close_long,105546.03,,10736.940393037688,,,signal,-11.0365127094772
buy,105574.21,0.06780027302146163,3578.980131012563,102406.9837,111908.66260000001,signal,
close_long,109679.16,,11015.257123777137,,,signal,278.31673073944876
buy,109647.72,0.0669736201462717,3671.752374592379,106358.2884,116226.58320000001,signal,
close_long,109498.78,,11005.28207279255,,,signal,-9.975050984585863
buy,109458.89,0.06702840413597319,3668.4273575975158,106175.12329999999,116026.4234,signal,
close_long,109409.49,,11001.970869628232,,,signal,-3.3112031643166855
buy,109475.31,0.06699818659037204,3667.3236232094096,106191.05069999999,116043.82860000001,signal,
close_long,109415.09,,10997.93623883176,,,signal,-4.034630796472283
buy,109314.65,0.06707204837187429,3665.978746277253,106035.21049999999,115873.529,signal,
close_long,109373.64,,11001.892818965218,,,signal,3.9565801334572157
buy,109394.36,0.0670472884766955,3667.2976063217384,106112.5292,115958.02160000001,signal,
close_long,109171.97,,10986.982172480886,,,signal,-14.910646484332274
buy,109267.76,0.06703399778355414,3662.327390826961,105989.7272,115823.8256,signal,
close_long,109094.71,,10975.381939164443,,,signal,-11.600233316443262
buy,109163.77,0.06702701173453697,3658.4606463881473,105888.8569,115713.59620000001,signal,
close_long,108837.97,,10953.544538741331,,,signal,-21.83740042311234
buy,108934.63,0.06703435836544866,3651.181512913776,105666.5911,115470.7078,signal,
close_long,108770.6,,10942.548892938647,,,signal,-10.995645802684466
buy,108894.45,0.06699177593800631,3647.516297646215,105627.61649999999,115428.117,signal,
close_long,109582.12,,10988.617127497935,,,signal,46.06823455928868
buy,109657.97,0.0668054018478118,3662.872375832645,106368.2309,116237.44820000001,signal,
close_long,109643.75,,10987.667154683659,,,signal,-0.9499728142759615
buy,109727.88,0.06675706699569674,3662.5557182278862,106436.0436,116311.5528,signal,
close_long,109636.05,,10981.536853221443,,,signal,-6.130301462214948
buy,109626.46,0.06678154679823006,3660.5122844071466,106337.6662,116204.04760000002,signal,
close_long,109468.03,,10970.9566527622,,,signal,-10.580200459244095
buy,109564.29,0.06675506318565536,3656.9855509207327,106277.36129999999,116138.1474,signal,
close_long,109456.35,,10963.751111241942,,,signal,-7.205541520258823
buy,109535.67,0.0667286501967316,3654.583703747314,106249.5999,116107.8102,signal,
close_long,109512.23,,10962.18699168133,,,signal,-1.5641195606115441
buy,109554.3,0.0667077847343362,3654.062330560442,106267.671,116127.558,signal,
close_long,109268.02,,10943.089887067585,,,signal,-19.09710461374569
buy,109347.93,0.06671725068819372,3647.6966290225264,106067.49209999999,115908.8058,signal,
close_long,109273.58,,10938.129459478918,,,signal,-4.9604275886666205
buy,109252.09,0.06674550854193526,3646.0431531596387,105974.52729999999,115807.2154,signal,
close_long,109166.38,,10932.40870194179,,,signal,-5.720757537128727
buy,109581.6,0.06651000229930201,3644.1362339805955,106294.152,116156.49600000001,signal,
close_long,109288.63,,10912.923266568163,,,signal,-19.485435373626586
buy,108754.72,0.0668962430109894,3637.641088856054,105492.0784,115280.0032,signal,
close_long,108628.71,,10904.493670986349,,,signal,-8.429595581814423
buy,108725.86,0.06686231267634243,3634.831223662116,105464.0842,115249.4116,signal,
close_long,108559.39,,10893.363101795117,,,signal,-11.130569191230803
buy,108688.0,0.06681733096444328,3631.121033931706,105427.36,115209.28,signal,
close_long,108849.06,,10904.12470112025,,,signal,10.76159932513308
buy,108692.63,0.06688049104537723,3634.7082337067495,105431.8511,115214.18780000001,signal,
close_long,108520.96,,10892.64332722249,,,signal,-11.481373897759791
buy,108658.87,0.06683082769173218,3630.881109074163,105399.10389999999,115178.4022,signal,
close_long,108470.7,,10880.067770375736,,,signal,-12.575556846753127
buy,107897.0,0.06722502491805911,3626.689256791912,104660.09,114370.82,signal,
close_long,107729.4,,10868.800856199468,,,signal,-11.266914176267099
buy,107610.04,0.06733449069869608,3622.9336187331555,104381.73879999999,114066.6424,signal,
close_long,107660.61,,10872.205961394102,,,signal,3.4051051946335313
buy,107687.62,0.06730706192221603,3624.0686537980328,104456.9914,114148.8772,signal,
